	 activite	Type	date	Temps	Distance	Gain_altitude	Perte_altitude	Vitesse_moy	Vitesse_max	Calories	jour	mois	annee	date2	heure	date2_heure	temp	humidity	wind_speed	wind_degree	clouds_coverage	rain	pressure
251	 Juvignac Course à pied	Course à pied	jeu., 2 avr. 2015 5:49	58:16:00	12,24	107	106	04:46	03:48	924.0	2	avril	2015	02/04/2015	05:49	02/04/2015 05:49	280.247	60	3.66	321.001	0	NA	995.01
252	 Juvignac Course à pied	Course à pied	mer., 1 avr. 2015 5:48	59:48:00	12,21	111	112	04:54	04:05	925.0	1	avril	2015	01/04/2015	05:48	01/04/2015 05:48	281.242	55	4.46	318.505	20	NA	996.18
253	 Juvignac Course à pied	Course à pied	mar., 31 mars 2015 5:49	01:03:43	12,79	116	117	04:59	03:24	960.0	31	mars	2015	31/03/2015	05:49	31/03/2015 05:49	286.819	70	5.42	298.005	0	NA	990.23
254	  Juvignac Course à pied	Course à pied	lun., 15 juin 2015 5:45	01:00:54	12,12	108	110	05:01	02:50	913.0	15	juin	2015	15/06/2015	05:45	15/06/2015 05:45	288.156	82	1.24	310.503	20	NA	985.86
255	 Juvignac Course à pied	Course à pied	ven., 12 juin 2015 5:44	01:01:13	12,14	108	106	05:02	02:35	916.0	12	juin	2015	12/06/2015	05:44	12/06/2015 05:44	290.493	99	4.5	124.503	92	13.55	980.08
256	 Juvignac Course à pied	Course à pied	mar., 9 juin 2015 5:53	59:33:00	12,16	110	108	04:54	03:48	915.0	9	juin	2015	09/06/2015	05:53	09/06/2015 05:53	294.13	64	6.2	10	0	0	1014
257	 Juvignac Course à pied	Course à pied	dim., 7 juin 2015 6:58	01:02:13	12,27	112	111	05:04	04:18	925.0	7	juin	2015	07/06/2015	06:58	07/06/2015 06:58	299.712	50	1.17	102.002	88	0.27	993.01
258	 Juvignac Course à pied	Course à pied	ven., 5 juin 2015 5:53	01:00:06	12,2	112	109	04:56	03:32	919.0	5	juin	2015	05/06/2015	05:53	05/06/2015 05:53	290.209	78	0.98	35.5034	0	NA	991.78
259	 Juvignac Course à pied	Course à pied	mer., 3 juin 2015 5:49	59:54:00	12,19	115	112	04:55	03:31	917.0	3	juin	2015	03/06/2015	05:49	03/06/2015 05:49	292.13	77	0.5	0	0	NA	1022
260	 Juvignac Course à pied	Course à pied	lun., 1 juin 2015 5:52	55:08:00	11,1	100	102	04:58	03:33	835.0	1	juin	2015	01/06/2015	05:52	01/06/2015 05:52	NA	NA	NA	NA	NA	NA	NA
261	 Palasca Course à pied	Course à pied	jeu., 28 mai 2015 6:08	50:55:00	8,44	186	184	06:02	03:40	634.0	28	mai	2015	28/05/2015	06:08	28/05/2015 06:08	285.362	65	1.02	310.5	0	NA	989.83
262	 Belgodère Course à pied	Course à pied	mar., 26 mai 2015 6:06	49:23:00	9,28	174	176	05:19	03:23	702.0	26	mai	2015	26/05/2015	06:06	26/05/2015 06:06	289.412	53	4.36	322	8	NA	985.27
263	 Juvignac Course à pied	Course à pied	ven., 22 mai 2015 5:45	01:02:45	12,18	114	110	05:09	04:18	916.0	22	mai	2015	22/05/2015	05:45	22/05/2015 05:45	286.12	41	3.11	343.502	0	NA	992.86
264	 Juvignac Course à pied	Course à pied	jeu., 21 mai 2015 5:48	01:01:47	12,28	114	112	05:02	03:37	927.0	21	mai	2015	21/05/2015	05:48	21/05/2015 05:48	283.407	44	4.43	334.503	0	NA	991.34
265	 Juvignac Course à pied	Course à pied	mer., 20 mai 2015 5:51	01:01:15	12,21	109	108	05:01	03:18	915.0	20	mai	2015	20/05/2015	05:51	20/05/2015 05:51	284.345	64	3.32	321.001	44	NA	986.3
266	 Juvignac Course à pied	Course à pied	mar., 19 mai 2015 5:51	01:02:06	12,17	113	110	05:06	04:24	919.0	19	mai	2015	19/05/2015	05:51	19/05/2015 05:51	288.004	45	3.71	319.003	80	NA	981.79
267	 Juvignac Course à pied	Course à pied	dim., 17 mai 2015 6:28	01:43:23	20,18	183	183	05:07	03:59	1.52	17	mai	2015	17/05/2015	06:28	17/05/2015 06:28	290.302	50	3.66	335.005	0	NA	992.74
268	 Juvignac Course à pied	Course à pied	jeu., 14 mai 2015 5:57	01:03:41	12,2	107	108	05:13	03:36	921.0	14	mai	2015	14/05/2015	05:57	14/05/2015 05:57	292.562	57	0.96	125.501	56	NA	984.15
269	 Juvignac Course à pied	Course à pied	mer., 13 mai 2015 5:46	01:02:06	12,21	108	106	05:05	03:30	916.0	13	mai	2015	13/05/2015	05:46	13/05/2015 05:46	285.249	85	1.06	31	12	NA	993.29
270	 Juvignac Course à pied	Course à pied	mar., 12 mai 2015 5:53	01:00:55	12,26	110	107	04:58	03:49	924.0	12	mai	2015	12/05/2015	05:53	12/05/2015 05:53	284.4	79	0.96	29.5034	0	NA	994.13
271	 Juvignac Course à pied	Course à pied	lun., 11 mai 2015 5:49	01:00:54	12,16	103	104	05:00	03:33	906.0	11	mai	2015	11/05/2015	05:49	11/05/2015 05:49	283.247	81	0.97	33.0006	0	NA	995.16
272	 Juvignac Course à pied	Course à pied	jeu., 7 mai 2015 5:50	01:01:24	12,2	115	116	05:02	03:38	919.0	7	mai	2015	07/05/2015	05:50	07/05/2015 05:50	281.827	76	1.16	324.003	8	NA	990.01
273	 Juvignac Course à pied	Course à pied	mer., 6 mai 2015 5:47	01:00:42	12,21	110	107	04:58	04:14	922.0	6	mai	2015	06/05/2015	05:47	06/05/2015 05:47	284.217	74	1.21	297.502	0	NA	985.95
274	  Juvignac Course à pied	Course à pied	ven., 31 juil. 2015 7:00	58:18:00	11,25	100	96	05:11	02:39	844.0	31	juillet	2015	31/07/2015	07:00	31/07/2015 07:00	294.13	33	5.7	360	0	0	1012
275	 Juvignac Course à pied	Course à pied	jeu., 30 juil. 2015 6:37	59:46:00	11,26	99	99	05:18	03:40	845.0	30	juillet	2015	30/07/2015	06:37	30/07/2015 06:37	293.49	45	5.1	360	0	NA	1014
276	 Juvignac Course à pied	Course à pied	mar., 28 juil. 2015 6:59	58:48:00	11,26	103	100	05:13	03:31	844.0	28	juillet	2015	28/07/2015	06:59	28/07/2015 06:59	296.15	40	3.1	320	0	NA	1013
277	 Juvignac Course à pied	Course à pied	lun., 27 juil. 2015 6:51	58:33:00	11,24	96	94	05:13	03:59	842.0	27	juillet	2015	27/07/2015	06:51	27/07/2015 06:51	298.49	50	4.6	330	0	NA	1012
278	 Juvignac Course à pied	Course à pied	dim., 26 juil. 2015 6:47	57:11:00	11,44	111	106	05:00	03:34	858.0	26	juillet	2015	26/07/2015	06:47	26/07/2015 06:47	295.16	37	5.7	350	0	NA	1013
279	 Juvignac Course à pied	Course à pied	mer., 22 juil. 2015 5:46	57:21:00	11,28	95	97	05:05	03:33	851.0	22	juillet	2015	22/07/2015	05:46	22/07/2015 05:46	298.15	78	1.5	120	0	NA	1014
280	 Juvignac Course à pied	Course à pied	lun., 20 juil. 2015 5:50	57:34:00	11,26	96	94	05:07	03:39	839.0	20	juillet	2015	20/07/2015	05:50	20/07/2015 05:50	299.13	47	3.1	350	0	0	1014
281	 Juvignac Course à pied	Course à pied	ven., 17 juil. 2015 5:47	57:06:00	11,23	96	98	05:05	02:44	842.0	17	juillet	2015	17/07/2015	05:47	17/07/2015 05:47	293.66	94	1.5	280	20	NA	1018
282	 Juvignac Course à pied	Course à pied	jeu., 16 juil. 2015 5:48	56:40:00	11,19	100	102	05:04	03:50	846.0	16	juillet	2015	16/07/2015	05:48	16/07/2015 05:48	296.82	78	1.06	58.0041	0	NA	1017
283	 Juvignac Course à pied	Course à pied	mar., 14 juil. 2015 5:49	01:00:26	11,21	95	93	05:23	03:09	838.0	14	juillet	2015	14/07/2015	05:49	14/07/2015 05:49	297.83	50	5.7	350	0	NA	1017
284	 Juvignac Course à pied	Course à pied	dim., 12 juil. 2015 6:40	59:15:00	11,28	93	91	05:15	03:47	846.0	12	juillet	2015	12/07/2015	06:40	12/07/2015 06:40	299.49	39	6.2	350	0	NA	1017
285	 Juvignac Course à pied	Course à pied	ven., 10 juil. 2015 5:45	57:20:00	11,26	95	96	05:05	03:41	847.0	10	juillet	2015	10/07/2015	05:45	10/07/2015 05:45	294.49	40	6.2	20	0	NA	1016
286	 Juvignac Course à pied	Course à pied	mer., 8 juil. 2015 5:47	58:25:00	11,25	95	93	05:12	02:43	843.0	8	juillet	2015	08/07/2015	05:47	08/07/2015 05:47	297.66	60	3.6	330	0	0.01	1014
287	 Juvignac Course à pied	Course à pied	mar., 7 juil. 2015 5:47	01:00:12	11,15	95	94	05:24	03:40	834.0	7	juillet	2015	07/07/2015	05:47	07/07/2015 05:47	297.15	83	2.1	60	0	NA	1016
288	 Juvignac Course à pied	Course à pied	lun., 6 juil. 2015 5:41	01:00:33	11,24	95	97	05:23	03:39	841.0	6	juillet	2015	06/07/2015	05:41	06/07/2015 05:41	298.15	69	2.1	320	0	NA	1019
289	 Juvignac Course à pied	Course à pied	jeu., 2 juil. 2015 5:58	01:03:41	12,17	113	110	05:14	03:47	917.0	2	juillet	2015	02/07/2015	05:58	02/07/2015 05:58	296.15	78	1	0	0	NA	1022
290	 Juvignac Course à pied	Course à pied	mar., 30 juin 2015 5:48	01:01:51	12,12	112	109	05:06	04:04	913.0	30	juin	2015	30/06/2015	05:48	30/06/2015 05:48	296.66	73	1.5	130	0	NA	1019
291	 Juvignac Course à pied	Course à pied	lun., 29 juin 2015 5:39	01:01:41	12,15	107	105	05:05	04:02	918.0	29	juin	2015	29/06/2015	05:39	29/06/2015 05:39	296.64	50	2.1	340	0	NA	1019
292	 Juvignac Course à pied	Course à pied	ven., 19 juin 2015 5:43	56:53:00	11,27	103	103	05:03	03:59	847.0	19	juin	2015	19/06/2015	05:43	19/06/2015 05:43	294.116	62	3.31	319.002	12	NA	987.81
293	 Juvignac Course à pied	Course à pied	mar., 16 juin 2015 5:45	56:46:00	11,2	93	95	05:04	02:22	836.0	16	juin	2015	16/06/2015	05:45	16/06/2015 05:45	292.64	68	2.6	340	0	0	1016
294	  Juvignac Course à pied	Course à pied	lun., 7 sept. 2015 5:51	58:21:00	11,24	98	100	05:11	03:15	842.0	7	septembre	2015	07/09/2015	05:51	07/09/2015 05:51	286.49	47	6.7	10	0	NA	1020
295	 Juvignac Course à pied	Course à pied	ven., 4 sept. 2015 5:48	59:57:00	11,28	94	91	05:19	04:09	846.0	4	septembre	2015	04/09/2015	05:48	04/09/2015 05:48	289.64	67	2.6	310	0	0.005	1015
296	 Juvignac Course à pied	Course à pied	jeu., 3 sept. 2015 5:59	58:50:00	11,25	96	98	05:14	03:55	844.0	3	septembre	2015	03/09/2015	05:59	03/09/2015 05:59	290.15	72	2.1	360	92	1.13	1014
297	 Juvignac Course à pied	Course à pied	mer., 2 sept. 2015 5:49	59:09:00	11,23	100	101	05:16	03:37	841.0	2	septembre	2015	02/09/2015	05:49	02/09/2015 05:49	290.82	72	2.6	320	0	NA	1015
298	 Juvignac Course à pied	Course à pied	mar., 1 sept. 2015 5:44	58:31:00	11,27	102	102	05:12	03:35	838.0	1	septembre	2015	01/09/2015	05:44	01/09/2015 05:44	292.17	100	1.5	280	40	NA	1015
299	 Juvignac Course à pied	Course à pied	ven., 28 août 2015 5:47	59:52:00	11,2	100	101	05:21	02:49	842.0	28	août	2015	28/08/2015	05:47	28/08/2015 05:47	293.68	88	0.97	34.0002	0	0.005	1019
300	 Juvignac Course à pied	Course à pied	jeu., 27 août 2015 5:52	56:57:00	11,2	94	96	05:05	03:33	845.0	27	août	2015	27/08/2015	05:52	27/08/2015 05:52	291.68	100	1	0	90	0.005	1017
301	 Juvignac Course à pied	Course à pied	mer., 26 août 2015 5:53	55:58:00	11,19	92	94	05:00	04:18	844.0	26	août	2015	26/08/2015	05:53	26/08/2015 05:53	290.15	67	1.5	50	0	NA	1018
302	 Juvignac Course à pied	Course à pied	mar., 25 août 2015 5:55	57:58:00	11,22	103	105	05:10	03:45	843.0	25	août	2015	25/08/2015	05:55	25/08/2015 05:55	289.15	72	1.5	300	0	NA	1018
303	 Juvignac Course à pied	Course à pied	lun., 24 août 2015 5:50	58:58:00	11,19	91	93	05:16	03:54	844.0	24	août	2015	24/08/2015	05:50	24/08/2015 05:50	293.64	88	1.5	150	92	0.305	1006
304	 Juvignac Course à pied	Course à pied	sam., 22 août 2015 6:44	57:23:00	11,26	99	100	05:06	03:52	847.0	22	août	2015	22/08/2015	06:44	22/08/2015 06:44	295.5	56	1.5	20	0	NA	1018
305	 Juvignac Course à pied	Course à pied	jeu., 20 août 2015 6:05	58:35:00	11,22	100	97	05:13	04:20	842.0	20	août	2015	20/08/2015	06:05	20/08/2015 06:05	NA	NA	NA	NA	NA	NA	NA
306	 Juvignac Course à pied	Course à pied	mer., 19 août 2015 5:53	57:00:00	11,2	94	96	05:05	03:49	845.0	19	août	2015	19/08/2015	05:53	19/08/2015 05:53	290.83	67	4.6	340	0	NA	1016
307	 Juvignac Course à pied	Course à pied	lun., 17 août 2015 5:50	57:09:00	11,25	99	96	05:05	04:05	848.0	17	août	2015	17/08/2015	05:50	17/08/2015 05:50	NA	NA	NA	NA	NA	NA	NA
308	 Juvignac Course à pied	Course à pied	ven., 14 août 2015 7:03	58:09:00	11,23	99	96	05:11	04:23	843.0	14	août	2015	14/08/2015	07:03	14/08/2015 07:03	NA	NA	NA	NA	NA	NA	NA
309	 Juvignac Course à pied	Course à pied	mer., 12 août 2015 7:05	58:51:00	11,22	104	103	05:15	03:42	842.0	12	août	2015	12/08/2015	07:05	12/08/2015 07:05	297.13	57	1.5	0	0	NA	1017
310	 Juvignac Course à pied	Course à pied	mar., 11 août 2015 7:05	57:03:00	11,15	97	99	05:07	03:32	838.0	11	août	2015	11/08/2015	07:05	11/08/2015 07:05	296.15	69	4.1	20	0	NA	1014
311	 Les Cars Course à pied	Course à pied	ven., 7 août 2015 7:27	52:10:00	9,42	171	174	05:32	02:50	715.0	7	août	2015	07/08/2015	07:27	07/08/2015 07:27	298.15	65	1.5	350	0	NA	1015
312	 Les Cars Course à pied	Course à pied	mer., 5 août 2015 6:54	41:20:00	7,81	118	154	05:18	03:33	596.0	5	août	2015	05/08/2015	06:54	05/08/2015 06:54	298.64	54	3.6	20	0	0	1015
313	 Les Cars Course à pied	Course à pied	mar., 4 août 2015 7:00	52:18:00	9,49	177	180	05:31	03:48	727.0	4	août	2015	04/08/2015	07:00	04/08/2015 07:00	295.13	88	2.6	300	8	0	1015
